"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",118.698094839583,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",120.480616003141,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",120.073201721519,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",119.548087435757,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",119.495025343264,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",117.844452023817,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",115.627690710008,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",113.632831922911,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",110.997601899798,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",109.978476450937,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",108.314249734073,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",107.109671915192,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",106.213812322633,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",104.4756351624,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",103.195104117336,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",101.915448397632,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",100.183733211506,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.5797612299072,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.411093864722,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",99.8254116938645,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",100.297090417318,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",100.19965239355,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",100.41339822525,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",100.089858963883,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",99.569693791791,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",99.2007099832581,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",98.9547972092164,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",98.9747990157353,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",99.0518928755853,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",98.6721798182808,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",98.168557619597,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",98.6073696865377,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",98.1043919171178,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",98.4808563630815,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",98.5899964351614,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",98.92475528464,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",99.7897050570736,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",101.699915142809,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",99.5741778684372,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",100.53620193168,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",101.465032263446,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",102.064738341851,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",103.655101339991,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",104.615128058007,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",106.059660465201,
"ITA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",107.316448164707,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q1",8.45267966060999,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q2",8.58593237316308,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q3",8.76893919409698,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q4",8.94068056615841,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q1",9.12930558967368,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",9.34915144467037,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",9.53088961466101,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",9.79850723193172,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",9.9665237802508,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",10.2751634885842,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",10.6241315857983,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",11.0651334035724,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",11.5610260901243,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",11.9602647819586,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",12.4648554658018,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",13.0164317948468,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",13.6039292289995,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",14.0726058432492,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",14.4700008475848,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",14.6035617700003,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",14.7224761744061,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",14.9102986752724,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",15.0350400072984,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",15.3318907364798,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",15.6590179743387,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",16.0943752749959,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",16.4825502876588,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",16.944378593498,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",17.3669674730934,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",17.8474649706869,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",18.2861421334259,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",18.7907548344163,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",19.2492869126945,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",19.81201245086,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",20.4633465599543,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",21.1900923106726,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q1",21.9400356948567,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q2",22.5479654594025,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q3",23.084153691826,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q4",23.6205646824186,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q1",24.1905372342403,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q2",24.8130039938523,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q3",25.875244316023,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q4",26.5852332480729,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q1",27.1731702775986,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q2",27.6085617632353,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q3",27.9318991680556,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q4",28.1504075267757,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q1",28.3712160864094,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q2",28.6493318531644,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q3",28.8594755243256,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q4",29.2198503369307,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q1",29.6855068236223,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q2",30.0345774077249,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q3",30.3233680975967,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q4",30.5138957377876,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q1",30.7362846135473,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q2",31.0528238562979,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q3",31.3697194760026,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q4",31.651685292868,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q1",31.9366788319265,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q2",32.3327475909751,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q3",32.8128102226759,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q4",33.3252159604319,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q1",33.831482888647,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q2",34.4544788959089,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q3",35.0874621320024,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q4",35.8297351918211,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q1",36.6086731914784,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q2",37.394128940213,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q3",38.2213521095358,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q4",39.0145599868828,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q1",39.8890175301347,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q2",40.8270877701765,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q3",41.9159707433716,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q4",43.1457355376118,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q1",44.3488797138885,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q2",45.2292976993217,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q3",46.2678140382131,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q4",47.2826590223605,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q1",48.0739823218283,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q2",48.6350395036131,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q3",49.2644622050101,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q4",49.5452698454056,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q1",50.1558858607238,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q2",50.5111550925435,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q3",50.7162697223896,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q4",50.9866536868896,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q1",51.1232878852393,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q2",51.0118225265912,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q3",51.1154214056511,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q4",51.1363448532555,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q1",51.1232704447989,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q2",51.3834816769884,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q3",51.5850486033022,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q4",51.9056108105492,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q1",52.3464602050515,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q2",52.5703052339455,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q3",52.8000859130109,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q4",52.9994364163386,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q1",53.119171005653,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q2",53.2421286146204,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q3",53.4534644036556,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q4",53.5800398886094,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q1",53.7995890107323,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q2",53.9732675360904,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q3",54.1511079299813,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q4",54.445261351171,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q1",54.6065500970022,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q2",55.0310645104679,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q3",55.3780573342281,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q4",55.7548190176283,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q1",56.2071484600633,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q2",56.7103692830687,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q3",57.2036562208632,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q4",57.7599357339592,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q1",58.4167268343114,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q2",59.062630633458,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q3",59.9111921386993,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q4",60.7481922390293,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q1",61.6351590681437,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q2",62.3741261219055,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q3",63.0292335784959,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q4",63.8938279054764,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",64.7095448654607,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",65.3856636581608,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",66.2446499838509,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",66.9022696896155,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",67.9842001905281,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",69.2830373098934,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",70.4461721134902,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",71.5939465614097,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",72.6098650310164,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",73.6945740561487,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",74.7135993858501,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",76.0371370275508,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",77.170157091615,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",78.4036640655106,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",79.6696022439953,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",80.9642035650323,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",82.3988802022205,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",83.6703587737605,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",85.2635886999394,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",86.6019524091527,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",87.9058618585526,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",89.0352629811594,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",90.16644604671,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",91.7096054330725,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",92.6240000905542,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",93.481627195062,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",93.7776269169814,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",93.6016560072,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",93.228303783287,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",92.699739072063,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",91.2713772365865,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",89.3356609701551,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",88.2125250388791,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",87.4971029452432,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",87.8303651811797,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",88.4108629939228,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",88.5499635254968,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",88.8019757254977,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",88.4874013720004,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",88.5779983700735,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",88.357308586786,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",88.3842995043969,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",88.555785652386,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",88.5222247185141,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",88.7579867018153,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",89.1251499375891,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",89.4836715275883,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",90.1711658184649,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",90.7240112023737,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",91.7547312956968,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",92.6193526821066,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",93.4231311299585,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",94.3150977132587,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",95.0947656868928,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",95.9304782422222,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",96.92197873394,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",98.0177206423608,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.3775592990417,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.71005340747,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",101.894666651128,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",103.212233545877,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",104.658540024693,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",106.061529789987,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",107.536540497439,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",108.958479834317,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",110.51963432427,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",111.903694928714,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",113.235784040588,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",114.750197314011,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",116.04941643767,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",117.298472791887,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",118.385341655489,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",119.32194191015,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",120.557920613905,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",121.953646021799,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",123.622031469992,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",125.573843715576,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",126.832448324033,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",129.756879467003,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",133.728509999989,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",137.613639275223,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",142.663675540573,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",147.835364530169,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",152.918030645261,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",160.06642894965,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",167.538550140618,
